Dist_Name,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Total_Casualties,Flooded_Population_Proxy,Hazard_Exposure_Product,Duration_Weighted_Inundation,Infrastructure_Risk_Score,Risk_Level
Sivaganga,1.984480953,0.051279472,1.933201481,16,4,1534446,10.0,20,30450.78860407038,28.266312878121344,19.84480953,29.12,High
Sivasagar,17.15000888,0.611686093,16.53832279,117,15,800874,12.0,132,137349.9621176112,233.12796243576992,205.80010656000002,46.47,Critical
Siwan,6.753345435,0.145588085,6.60775735,133,0,3880318,23.0,133,262051.2785164833,102.45789351780363,155.326945005,46.33,Critical
Solan,0.404819031,0.124151886,0.280667145,116,15,678073,5.0,131,2744.96854807263,5.435509867850002,2.024095155,21.02,Low
Solapur,1.684216461,0.761165008,0.923051453,161,11,4817374,3.0,172,81135.00589593415,25.916284553992522,5.052649383,29.42,High
Sonbhadra,2.644815378,2.70977361,0.064958232,50,0,2259539,24.0,50,59760.63494390742,38.69542579543273,63.475569072,40.6,Critical
Sonipat,0.905127272,0.0,0.905127272,22,5,1771137,6.0,27,16031.04401148264,13.022186295575727,5.430763632,26.0,Moderate
Sonitpur,7.745899654,2.549489328,5.196410326,144,8,1462078,9.0,152,113251.09474321011,109.95591121044077,69.713096886,36.24,High
South,0.006747594,0.0,0.006747594,2,4,1636592,3.0,6,110.43058359647999,0.0965454332453246,0.020242782,22.82,Low
South Andaman,1.443452407,0.0,1.443452407,1,0,257900,2.0,1,3722.663757653,17.985894874046767,2.886904814,16.64,Low
South District,1.694907072,0.18276756,1.512139512,19,4,164403,4.0,23,2786.47807358016,20.35597307338469,6.779628288,16.39,Low
South East,0.675204493,0.045915107,0.629289386,2,4,1758195,3.0,6,11871.411635701348,9.709304786110714,2.025613479,23.94,Moderate
South Garo Hills,1.298508569,0.025829871,1.272678698,20,0,190314,3.0,20,2471.2435980066602,15.785236149705156,3.895525707,15.85,Low
South Goa,2.764330826,0.971762276,1.79256855,2,4,857449,16.0,6,23702.72702422874,37.765508610661584,44.229293216,31.6,High
South Salmara Mancachar,28.02392571,10.81288284,17.21104287,39,1,533060,16.0,40,149384.338389726,369.5344457780367,448.38281136,63.97,Critical
South Tripura,0.931395601,0.0,0.931395601,12,2,415745,4.0,14,3872.2306413774495,12.050237739706356,3.725582404,19.09,Low
South Twenty Four Pargan*,17.30461094,7.77866316,9.52594778,30,0,12843801,17.0,30,2222569.7929578293,283.24830776765197,294.17838598,63.06,Critical
South West,3.339650881,0.0,3.339650881,13,4,1719303,3.0,17,57418.71778655942,47.94880413490521,10.018952642999999,27.1,Moderate
South West Garo Hills,3.341603843,0.001275329,3.340328514,13,0,161524,5.0,13,5397.492191367321,40.07390074732919,16.708019215,18.87,Low
South West Khasi Hills,1.814196952,0.045431517,1.768765435,5,0,136573,3.0,5,2477.7032032549605,21.452192957379467,5.442590856000001,15.17,Low
Sri Muktsar Sahib,2.388794655,0.000403704,2.388390951,6,0,1149045,7.0,6,27448.325543544746,33.33429787450868,16.721562585,26.68,Moderate
Sri Potti Sriramulu Nell*,4.296954395,3.608219113,0.688735282,175,0,3285473,6.0,175,141175.27647003834,64.4758930459551,25.78172637,33.83,High
Srikakulam,4.01307877,0.566374643,3.446704127,144,0,2726592,6.0,144,109420.28469651839,59.46806219219456,24.07847262,31.71,High
Srinagar,1.003599347,0.724666434,0.278932913,73,7,904040,6.0,80,9072.939536618798,13.76399370464715,6.021596082,23.69,Moderate
Subarnapur,3.493045358,1.212807104,2.280238254,26,0,663973,33.0,26,23192.87805487334,46.8277600301011,115.270496814,41.56,Critical
Sukma,1.578192343,0.11146237,1.466729973,0,0,259382,1.0,0,4093.5468631202602,19.673842037874284,1.578192343,16.28,Low
Sultanpur,4.349309327,0.002008734,4.347300593,139,2,2509152,20.0,141,109130.78196460706,64.08905536575791,86.98618654,39.84,Critical
Sundargarh,2.122434122,0.304650931,1.817783191,28,0,2361775,33.0,28,50127.1184848655,31.146560361494956,70.040326026,44.62,Critical
Supaul,7.982821848,0.634587242,7.348234606,162,10,2904278,22.0,172,231843.33871065747,118.79792576636062,175.622080656,46.26,Critical
Surajpur,1.420793586,0.200734056,1.22005953,0,0,917283,7.0,0,13032.69802946838,19.506320099584165,9.945555102,24.67,Moderate
Surat,5.928437334,0.593664003,5.334773331,215,9,8228098,11.0,224,487797.63371010736,94.39889634811605,65.212810674,41.4,Critical
Surendranagar,1.286502045,0.14688655,1.139615495,109,5,1806637,13.0,114,23242.42195072665,18.534606939036813,16.724526585,30.71,High
Surguja,0.479102379,0.278929567,0.200172812,12,2,971194,1.0,14,4653.01355870526,6.605040767752175,0.479102379,20.24,Low
Suryapet,1.862321095,0.526090291,1.336230804,1,0,1145777,11.0,1,21338.04677265815,25.982348634894727,20.485532045,28.56,High
Tamenglong,1.701837152,0.006002374,1.695834778,11,2,139509,5.0,13,2374.21599238368,20.159778359221054,8.50918576,16.28,Low
Tapi,3.084521179,2.984765412,0.099755767,45,3,952637,18.0,48,29384.290023990226,42.464573019970295,55.521381221999995,34.26,High
Tarn Taran,5.771552223,0.165720765,5.605831458,5,0,1251033,6.0,5,72204.02292196358,81.02959758680073,34.629313337999996,30.63,High
Tawang,1.104117118,0.227751689,0.876365429,92,8,60141,6.0,100,664.02707593638,12.150216758526687,6.624702708,12.86,Low
Tehri Garhwal,1.072103335,0.531062216,0.541041119,102,6,665938,2.0,108,7139.543507032299,14.37578360939998,2.14420667,20.14,Low
Tengnoupal,0.539127806,0.0,0.539127806,0,0,75461,7.0,0,406.83123368566,6.055151682358397,3.773894642,13.58,Low
Tenkasi,0.457961738,0.050554592,0.407407146,16,4,1653931,11.0,20,7574.37115292078,6.557401186099747,5.037579118,28.13,Moderate
Thane,3.51519111,2.261563329,1.253627781,418,204,9950177,3.0,622,349767.7373332647,56.64062938418513,10.54557333,35.06,High
Thanjavur,6.402076626,0.139785443,6.262291183,144,22,2499232,9.0,166,160002.74770151233,94.31215623807907,57.618689634000006,35.91,High
The Dangs,2.171927273,0.007193835,2.164733438,68,4,274863,24.0,72,5969.824460385991,27.201286036403356,52.126254552000006,30.73,High
The Nilgiris,0.41168295,0.339577292,0.072105658,156,23,708881,6.0,179,2918.3422127894996,5.545963954914148,2.4700977,21.86,Low
Theni,0.346368373,0.314606199,0.031762174,23,5,1406691,8.0,28,4872.33272983743,4.90345095169049,2.770946984,25.68,Moderate
Thiruvallur,2.527745598,2.390831933,0.136913665,44,6,4840586,6.0,50,122357.6995324043,38.90844178966377,15.166473588,32.79,High
Thiruvananthapuram,0.884604088,0.648894373,0.235709715,276,149,3288743,4.0,425,29092.355021813837,13.274383352016049,3.538416352,27.48,Moderate
Thiruvarur,2.20727188,0.026905003,2.180366877,41,5,1412221,5.0,46,31171.557016454797,31.256459527294012,11.0363594,26.11,Moderate
Thoothukkudi,0.991755053,1.009030229,0.017275176,34,4,1817973,6.0,38,18029.83908967569,14.29439690792423,5.950530318,26.55,Moderate
Thoubal,23.65742483,0.052982735,23.6044421,7,2,325077,5.0,9,76904.8469146191,300.25578783811676,118.28712415,46.55,Critical
Thrissur,5.136358427,0.761485485,4.374872942,124,43,3305535,5.0,167,169784.12552993448,77.10243722075754,25.681792135000002,33.33,High
Tikamgarh,0.397359874,0.123153605,0.274206269,9,0,1216750,6.0,9,4834.876266894999,5.567685260210383,2.384159244,23.92,Moderate
Tinsukia,6.140689939,1.259207522,4.881482417,105,45,1408250,13.0,150,86476.2660659675,86.93902272963422,79.828969207,36.04,High
Tirap,0.650808941,0.020888139,0.629920802,4,1,69112,5.0,5,449.78707530392,7.252288213897754,3.254044705,12.2,Low
Tiruchirappalli,2.799798931,0.030082563,2.769716368,85,53,3072981,6.0,138,86037.28918783311,41.823841553467474,16.798793586000002,30.52,High
Tirunelveli,0.61478851,0.622191008,0.007402498,3,0,1871307,1.0,3,11504.5804228257,8.878866778954322,0.61478851,23.13,Low
Tirupathur,0.890009742,0.007876167,0.882133575,16,4,1329320,11.0,20,11831.077502354401,12.549296534674397,9.790107162,27.78,Moderate
Tiruppur,0.635364224,0.084088984,0.55127524,20,4,3131866,8.0,24,19898.75610761984,9.503231566960563,5.082913792,29.14,High
Tiruvannamalai,1.068840485,0.111931507,0.956908978,48,10,2908761,5.0,58,31090.01517989085,15.907807449561096,5.344202425,27.62,Moderate
Tonk,0.845948588,0.871896612,0.025948024,137,252,1641156,21.0,389,13883.336008877279,12.106295832270655,17.764920348,34.74,High
Tuensang,0.650005813,0.0,0.650005813,0,0,197958,7.0,0,1286.73850729854,7.927350785666737,4.550040691,17.56,Low
Tumakuru,0.340404409,0.284595715,0.055808694,25,2,2774415,17.0,27,9444.23098395735,5.050223075112149,5.786874953,33.66,High
Udaipur,0.289382661,0.290943084,0.001560423,97,6,3607694,14.0,103,10440.040897937339,4.369267148399367,4.051357254,32.88,High
Udalguri,3.138974031,0.003282254,3.135691777,51,2,909069,10.0,53,28535.439833871387,43.06728048992748,31.38974031,28.43,High
Udham Singh Nagar,2.061876849,0.785339181,1.276537668,26,3,2171345,2.0,29,44770.459866919045,30.084551924917427,4.123753698,26.14,Moderate
Udhampur,0.487802833,0.013526323,0.47427651,121,8,695644,5.0,129,3393.37113959452,6.5622138310907925,2.439014165,21.18,Low
Udupi,0.74927375,0.741689148,0.007584602,58,21,1144919,10.0,79,8578.5775257625,10.453002191234201,7.4927375,26.67,Moderate
Ujjain,0.752619653,0.044407032,0.708212621,50,3,2261682,4.0,53,17021.86322036346,11.01204460494029,3.010478612,25.62,Moderate
Ukhrul,0.669906789,0.0,0.669906789,0,0,178796,7.0,0,1197.76654246044,8.101856968821284,4.689347523,17.18,Low
Umaria,0.907342834,0.911756287,0.004413453,3,0,849658,7.0,3,7709.31097650772,12.387580039120738,6.351399838000001,23.97,Moderate
Una,0.647137511,0.628882095,0.018255416,65,5,573625,6.0,70,3712.1425474737503,8.580870542191766,3.8828250660000005,21.41,Low
Unnao,3.590127624,0.07773585,3.512391774,97,4,3601532,18.0,101,129299.59521919969,54.19969054752055,64.622297232,39.19,Critical
Unokoti,23.62357053,0.001642557,23.62192797,10,1,370767,4.0,11,87588.4037469651,302.9328834208661,94.49428212,46.43,Critical
Upper Dibang Valley,1.084032399,0.372682252,0.711350147,5,1,10102,5.0,6,109.50895294698002,9.99541579207618,5.420161995,5.2,Low
Upper Siang,2.722491305,0.336009842,2.386481463,24,671,34326,4.0,695,934.5223653543001,28.432848398658564,10.88996522,11.47,Low
Upper Subansiri,1.234996868,0.078758779,1.156238089,5,1,119722,7.0,6,1478.56295030696,14.440739362575599,8.644978076000001,16.3,Low
Uttar Bastar Kanker,0.836672614,0.106473076,0.730199538,7,2,868469,1.0,9,7266.242284079661,11.441069889273022,0.836672614,20.17,Low
Uttar Dinajpur,6.673772935,0.007231452,6.666541483,46,3,3289303,10.0,49,219520.61336414304,100.14788165635044,66.73772935,37.88,Critical
Uttara Kannada,4.074727101,1.655079328,2.419647773,102,19,1597345,7.0,121,65087.449611468444,58.202807244852,28.523089706999997,30.61,High
Uttarkashi,0.450692495,0.082932117,0.367760378,1373,25,410687,5.0,1398,1850.9354869406502,5.825465992310308,2.253462475,19.07,Low
Vadodara,3.328415211,0.284762754,3.043652457,105,3,3437852,13.0,108,114425.98889966772,50.09383952161756,43.269397743,35.82,High
Vaishali,17.98113124,1.112916504,16.86821474,111,2,4598311,23.0,113,826828.3357333564,275.8521276588186,413.56601852,61.08,Critical
Valsad,2.551668353,0.812747791,1.738920562,126,2,2077846,17.0,128,53019.738806076384,37.1187184584346,43.378362001,35.39,High
Varanasi,4.599652222,0.883647796,3.716004426,363,5,4311285,18.0,368,198304.11629925267,70.26772233339962,82.793739996,41.42,Critical
Vellore,0.459638695,0.021681234,0.437957461,38,23,1718125,6.0,61,7897.1673284687495,6.598915407517366,2.75783217,25.34,Moderate
Vidisha,0.912677122,0.277215122,0.635462,35,6,1710603,4.0,41,15612.282229245659,13.099067955960454,3.650708488,24.78,Moderate
Vijayapura,0.883343513,0.871904394,0.011439119,45,1,2612195,8.0,46,23074.655079410353,13.052020339334932,7.066748104,28.99,High
Vikarabad,0.271652781,0.187043402,0.084609379,10,1,1308948,9.0,11,3555.79364384388,3.8261574549707715,2.4448750290000003,25.85,Moderate
Viluppuram,2.829205267,0.250109562,2.579095705,75,10,2449240,6.0,85,69294.02708147079,41.62125558362152,16.975231602,29.73,High
Virudhunagar,1.881503151,0.022872843,1.858630308,26,5,2112777,6.0,31,39751.96582860327,27.401297908088292,11.289018905999999,27.9,Moderate
Visakhapatnam,1.175590784,0.439675977,0.735914807,106,115,4885485,10.0,221,57433.311413702395,18.106189833716876,11.755907839999999,32.87,High
Vizianagaram,1.110588388,0.320586402,0.790001986,63,107,2443656,9.0,170,27138.95977866528,16.335651535522405,9.995295492,29.4,High
Wanaparthy,5.911067913,0.984745694,4.926322219,1,0,680558,10.0,1,40228.24556735454,79.3896012946551,59.11067913,31.01,High
Warangal Rural,0.420854233,0.3791028,0.041751433,134,2,811309,6.0,136,3414.4282692099705,5.726313352358712,2.525125398,22.43,Low
Warangal Urban,0.487587909,0.354480511,0.133107398,127,1,1152989,7.0,128,5621.8349561000105,6.805688221333029,3.4131153629999997,24.49,Moderate
Wardha,1.65012412,1.005544539,0.644579581,134,20,1365264,5.0,154,22528.550565676804,23.311070952224412,8.250620600000001,25.62,Moderate
Washim,0.392447344,0.392373985,7.34e-05,62,6,1362768,4.0,68,5348.14682088192,5.543330200222438,1.569789376,23.28,Low
Wayanad,0.815062099,0.354881107,0.460180992,151,95,847406,4.0,246,6906.885130651941,11.125545795226408,3.260248396,21.9,Low
West,5.312905892,0.0,5.312905892,2,6,3053772,3.0,8,162244.03251624622,79.33171803569533,15.938717676,31.8,High
West District,0.75096604,0.065150406,0.685815634,23,12,133590,3.0,35,1003.215532836,8.863305353385766,2.2528981200000002,13.78,Low
West Garo Hills,1.111942423,0.032280391,1.079662032,28,0,701102,3.0,28,7795.850566501459,14.967201008020135,3.3358272689999997,20.81,Low
West Godavari,5.603589524,2.064339191,3.539250333,232,0,4167944,8.0,232,233554.47335018657,85.41514340891167,44.828716192,37.03,High
West Jaintia Hills,1.733990094,0.091584225,1.642405869,4,0,372716,3.0,4,6462.85851875304,22.244621445640018,5.201970282,19.08,Low
West Kameng,1.93207052,0.043990415,1.888080105,22,6,99039,4.0,28,1913.5033223028,22.225146409099672,7.72828208,14.62,Low
West Karbi Anglong,3.225931636,0.096610327,3.129321309,38,1,363939,26.0,39,11740.42333674204,41.307229721380516,83.87422253599999,34.34,High
West Khasi Hills,1.198133343,0.006185816,1.191947527,18,5,341864,3.0,23,4095.9865717135203,15.266820178460195,3.594400029,18.05,Low
West Nimar,1.727264926,0.465974584,1.261290342,52,18,2194354,4.0,70,37902.306994278035,25.220483865176053,6.909059704,26.84,Moderate
West Siang,0.744207577,0.123427923,0.620779654,52,668,48422,7.0,720,360.36019293494,8.028310543381306,5.209453039,12.11,Low
West Tripura,0.612502471,0.0,0.612502471,66,110,1081396,4.0,176,6623.57722129516,8.509964954060093,2.450009884,22.5,Low
Wokha,2.044958036,0.491956258,1.553001778,0,0,164833,4.0,0,3370.76567947988,24.565455509380794,8.179832144,16.94,Low
Y.S.R.,1.141752714,1.095797136,0.045955578,144,1,3162142,9.0,145,36103.84210553388,17.088339443806763,10.275774425999998,30.73,High
Yadadri Bhuvanagiri,0.630428715,0.084363209,0.546065506,3,0,769265,10.0,3,4849.66745444475,8.54432147499015,6.3042871499999995,24.72,Moderate
Yadgir,1.651730783,0.57450138,1.077229403,64,5,1373369,13.0,69,22684.358537179272,23.343544688827496,21.472500179,30.21,High
Yamunanagar,5.773638579,0.042011596,5.731626983,11,5,1366309,5.0,16,78885.74353234911,81.56779630320754,28.868192895,30.35,High
Yanam,32.6562,29.67097127,2.98522873,0,0,47877,7.0,0,15634.808873999998,351.9166455591743,228.59339999999997,61.12,Critical
Yavatmal,0.98190471,0.983855741,0.001951031,211,22,3117757,4.0,233,30613.4028293547,14.682052631312743,3.92761884,27.5,Moderate
Zunheboto,0.640526895,0.0,0.640526895,4,0,135618,19.0,4,868.6697644611,7.569493684968257,12.170011005000001,23.1,Low
